"SR_VIII - RawData"
"Wavelength nm.","R%"
400.00,17.76316
401.00,17.79493
402.00,17.88227
403.00,17.84303
404.00,17.88460
405.00,17.88559
406.00,17.92891
407.00,17.96386
408.00,18.00088
409.00,18.03861
410.00,18.05388
411.00,18.05914
412.00,18.12545
413.00,18.14698
414.00,18.16870
415.00,18.17344
416.00,18.19373
417.00,18.17314
418.00,18.23869
419.00,18.25291
420.00,18.27007
421.00,18.29630
422.00,18.36361
423.00,18.36871
424.00,18.44189
425.00,18.55948
426.00,18.56790
427.00,18.62940
428.00,18.67491
429.00,18.73007
430.00,18.68901
431.00,18.70854
432.00,18.70612
433.00,18.67711
434.00,18.67974
435.00,18.64411
436.00,18.62896
437.00,18.64434
438.00,18.59308
439.00,18.55070
440.00,18.57918
441.00,18.58701
442.00,18.57111
443.00,18.60653
444.00,18.60009
445.00,18.61460
446.00,18.65225
447.00,18.63124
448.00,18.65592
449.00,18.71353
450.00,18.73114
451.00,18.68190
452.00,18.73465
453.00,18.68870
454.00,18.74612
455.00,18.74958
456.00,18.80171
457.00,18.82980
458.00,18.79162
459.00,18.80520
460.00,18.86430
461.00,18.90263
462.00,18.93802
463.00,18.95820
464.00,18.93358
465.00,18.98196
466.00,19.01945
467.00,19.05168
468.00,19.05197
469.00,19.08102
470.00,19.10214
471.00,19.10959
472.00,19.14961
473.00,19.17886
474.00,19.19027
475.00,19.23725
476.00,19.28427
477.00,19.30857
478.00,19.34267
479.00,19.41281
480.00,19.43054
481.00,19.43911
482.00,19.48297
483.00,19.53643
484.00,19.58942
485.00,19.63036
486.00,19.68402
487.00,19.74930
488.00,19.75062
489.00,19.80182
490.00,19.86152
491.00,19.91764
492.00,19.99149
493.00,20.04533
494.00,20.08298
495.00,20.18095
496.00,20.16949
497.00,20.25777
498.00,20.31593
499.00,20.37599
500.00,20.43754
501.00,20.52111
502.00,20.54943
503.00,20.61462
504.00,20.73750
505.00,20.74849
506.00,20.81152
507.00,20.90015
508.00,20.94621
509.00,21.05720
510.00,21.12455
511.00,21.23206
512.00,21.28587
513.00,21.36999
514.00,21.47860
515.00,21.55445
516.00,21.61852
517.00,21.73433
518.00,21.75700
519.00,21.85988
520.00,21.97115
521.00,22.05848
522.00,22.14056
523.00,22.21135
524.00,22.31632
525.00,22.43424
526.00,22.51708
527.00,22.58461
528.00,22.71437
529.00,22.79633
530.00,22.96296
531.00,23.03970
532.00,23.14598
533.00,23.24982
534.00,23.34325
535.00,23.52136
536.00,23.62030
537.00,23.73044
538.00,23.88300
539.00,23.98681
540.00,24.13735
541.00,24.25096
542.00,24.33550
543.00,24.52752
544.00,24.59258
545.00,24.75448
546.00,24.88082
547.00,25.02353
548.00,25.16697
549.00,25.29989
550.00,25.50886
551.00,25.65505
552.00,25.77219
553.00,25.92848
554.00,26.03461
555.00,26.24043
556.00,26.38280
557.00,26.52301
558.00,26.68772
559.00,26.85329
560.00,26.99828
561.00,27.15380
562.00,27.37007
563.00,27.51081
564.00,27.68754
565.00,27.80438
566.00,27.96215
567.00,28.14247
568.00,28.32809
569.00,28.43457
570.00,28.62009
571.00,28.73323
572.00,28.89364
573.00,29.02085
574.00,29.18327
575.00,29.32787
576.00,29.45236
577.00,29.58943
578.00,29.68678
579.00,29.86736
580.00,29.99790
581.00,30.10494
582.00,30.20445
583.00,30.31264
584.00,30.41466
585.00,30.50009
586.00,30.66431
587.00,30.70866
588.00,30.82488
589.00,30.91092
590.00,31.04860
591.00,31.07484
592.00,31.14748
593.00,31.29708
594.00,31.34164
595.00,31.41828
596.00,31.50184
597.00,31.61715
598.00,31.70732
599.00,31.74646
600.00,31.84282
601.00,31.89005
602.00,32.05017
603.00,32.10839
604.00,32.25173
605.00,32.36592
606.00,32.50388
607.00,32.57680
608.00,32.75284
609.00,32.84042
610.00,32.94590
611.00,33.15125
612.00,33.30904
613.00,33.45984
614.00,33.64334
615.00,33.81806
616.00,34.05565
617.00,34.24461
618.00,34.48040
619.00,34.75671
620.00,34.97392
621.00,35.26188
622.00,35.42421
623.00,35.75029
624.00,36.01765
625.00,36.22032
626.00,36.59743
627.00,36.87223
628.00,37.18029
629.00,37.52294
630.00,37.79109
631.00,38.17121
632.00,38.53664
633.00,38.70285
634.00,39.16329
635.00,39.49858
636.00,39.88652
637.00,40.14962
638.00,40.50196
639.00,40.85643
640.00,41.16408
641.00,41.52045
642.00,41.88136
643.00,42.21709
644.00,42.61126
645.00,43.00926
646.00,43.28858
647.00,43.60047
648.00,43.91863
649.00,44.24423
650.00,44.60477
651.00,44.85503
652.00,45.23158
653.00,45.46410
654.00,45.77813
655.00,45.91097
656.00,46.18571
657.00,46.44395
658.00,46.70689
659.00,46.93145
660.00,47.13682
661.00,47.41421
662.00,47.51045
663.00,47.65276
664.00,47.89785
665.00,47.98423
666.00,48.24466
667.00,48.29342
668.00,48.40236
669.00,48.59849
670.00,48.67649
671.00,48.80551
672.00,48.83133
673.00,48.97326
674.00,49.00464
675.00,48.99113
676.00,48.93788
677.00,48.86193
678.00,49.02891
679.00,49.00422
680.00,48.98517
681.00,49.00824
682.00,48.92950
683.00,48.95425
684.00,48.89278
685.00,48.94823
686.00,48.87894
687.00,48.88246
688.00,48.87238
689.00,48.71501
690.00,48.79999
691.00,48.82017
692.00,48.61408
693.00,48.66988
694.00,48.68086
695.00,48.59914
696.00,48.61199
697.00,48.54666
698.00,48.64078
699.00,48.45120
700.00,48.66517
701.00,48.62058
702.00,48.45989
703.00,48.44193
704.00,48.59469
705.00,48.56036
706.00,48.69681
707.00,48.56687
708.00,48.63562
709.00,48.57405
710.00,48.59833
711.00,48.65229
712.00,48.84098
713.00,48.91440
714.00,48.83018
715.00,48.90078
716.00,48.92410
717.00,49.04102
718.00,48.85391
719.00,48.82814
720.00,49.00387
721.00,49.20811
722.00,48.91359
723.00,48.92725
724.00,49.19916
725.00,49.26719
726.00,49.19776
727.00,49.19278
728.00,49.21207
729.00,49.16608
730.00,49.14979
731.00,49.17203
732.00,49.17439
733.00,49.05721
734.00,48.86479
735.00,48.96274
736.00,48.89520
737.00,48.95225
738.00,48.92987
739.00,48.75125
740.00,48.72284
741.00,48.48970
742.00,48.61080
743.00,48.39416
744.00,48.54488
745.00,48.27508
746.00,48.36624
747.00,47.98247
748.00,47.97871
749.00,47.49740
750.00,47.63083
751.00,47.48841
752.00,47.51673
753.00,47.17208
754.00,47.16801
755.00,46.83655
756.00,46.76143
757.00,46.46917
758.00,46.40333
759.00,46.01847
760.00,45.87395
761.00,45.56866
762.00,45.50355
763.00,45.36446
764.00,45.07827
765.00,44.83728
766.00,44.82716
767.00,44.38823
768.00,44.29770
769.00,44.31734
770.00,43.78440
771.00,43.65214
772.00,43.50351
773.00,42.78249
774.00,42.83735
775.00,42.98036
776.00,42.21993
777.00,42.02350
778.00,41.88509
779.00,41.67359
780.00,41.51594
781.00,41.22602
782.00,40.81560
783.00,41.15521
784.00,40.56841
785.00,40.42702
786.00,40.05191
787.00,40.03595
788.00,39.69761
789.00,39.54893
790.00,39.35727
791.00,39.00555
792.00,38.89372
793.00,38.45747
794.00,38.11046
795.00,37.89015
796.00,38.03557
797.00,38.02308
798.00,37.73506
799.00,37.27888
800.00,37.11886
801.00,36.77279
802.00,36.58710
803.00,36.34763
804.00,36.35489
805.00,35.91883
806.00,35.62783
807.00,35.73903
808.00,35.64599
809.00,35.34788
810.00,34.81808
811.00,34.66964
812.00,34.53557
813.00,34.49889
814.00,34.21274
815.00,33.67752
816.00,33.48924
817.00,33.31452
818.00,32.98673
819.00,32.96756
820.00,32.41816
821.00,32.59036
822.00,32.42583
823.00,32.11298
824.00,31.92535
825.00,31.66892
826.00,31.65969
827.00,31.20916
828.00,31.07012
829.00,31.10960
830.00,30.62382
831.00,30.54497
832.00,30.22840
833.00,30.21900
834.00,29.68085
835.00,29.50174
836.00,29.28618
837.00,29.68499
838.00,29.37353
839.00,28.98557
840.00,28.63784
841.00,28.73073
842.00,28.50516
843.00,27.69340
844.00,29.12785
845.00,28.19547
846.00,27.11931
847.00,28.07058
848.00,27.50451
849.00,27.86449
850.00,27.92779
851.00,27.23552
852.00,27.77008
853.00,26.41974
854.00,26.01759
855.00,27.03015
856.00,27.54274
857.00,26.98827
858.00,28.12327
859.00,27.37161
860.00,25.77023
861.00,27.06939
862.00,26.08597
863.00,28.94543
864.00,28.37840
865.00,26.84487
866.00,26.69094
867.00,27.31207
868.00,25.34216
869.00,24.98760
870.00,26.89870
871.00,27.01291
872.00,27.24742
873.00,27.27471
874.00,26.60331
875.00,26.61715
876.00,29.02223
877.00,27.83889
878.00,29.01559
879.00,27.76869
880.00,27.68695
881.00,27.56484
882.00,30.47168
883.00,31.06331
884.00,26.44583
885.00,30.42975
886.00,28.60318
887.00,26.53426
888.00,30.38817
889.00,32.96117
890.00,26.98455
891.00,26.87671
892.00,28.97274
893.00,29.07949
894.00,31.19452
895.00,28.67039
896.00,31.01134
897.00,29.88130
898.00,27.42936
899.00,34.20692
900.00,30.29701
