"SR_V - RawData"
"Wavelength nm.","R%"
400.00,7.49025
401.00,7.52830
402.00,7.54995
403.00,7.47667
404.00,7.48651
405.00,7.50932
406.00,7.50597
407.00,7.47776
408.00,7.48355
409.00,7.48828
410.00,7.48622
411.00,7.48197
412.00,7.50383
413.00,7.48158
414.00,7.46732
415.00,7.47521
416.00,7.49555
417.00,7.50104
418.00,7.51207
419.00,7.50975
420.00,7.56031
421.00,7.61825
422.00,7.64634
423.00,7.68921
424.00,7.73746
425.00,7.77020
426.00,7.79029
427.00,7.82522
428.00,7.86068
429.00,7.87618
430.00,7.86929
431.00,7.89033
432.00,7.90155
433.00,7.91361
434.00,7.93217
435.00,7.91259
436.00,7.92640
437.00,7.89257
438.00,7.90401
439.00,7.87598
440.00,7.84864
441.00,7.86889
442.00,7.86948
443.00,7.85727
444.00,7.84058
445.00,7.83859
446.00,7.84675
447.00,7.82169
448.00,7.82081
449.00,7.83384
450.00,7.82546
451.00,7.83744
452.00,7.83086
453.00,7.82527
454.00,7.83236
455.00,7.81206
456.00,7.83087
457.00,7.82126
458.00,7.81536
459.00,7.80100
460.00,7.79056
461.00,7.80830
462.00,7.82592
463.00,7.80030
464.00,7.84092
465.00,7.82256
466.00,7.80518
467.00,7.81318
468.00,7.82433
469.00,7.82147
470.00,7.81712
471.00,7.81295
472.00,7.82853
473.00,7.84317
474.00,7.82432
475.00,7.83370
476.00,7.84829
477.00,7.83135
478.00,7.83179
479.00,7.85682
480.00,7.86173
481.00,7.86845
482.00,7.85789
483.00,7.86500
484.00,7.86855
485.00,7.89297
486.00,7.89997
487.00,7.89703
488.00,7.90066
489.00,7.88683
490.00,7.91915
491.00,7.89971
492.00,7.93273
493.00,7.93041
494.00,7.93306
495.00,7.94907
496.00,7.94808
497.00,7.96250
498.00,7.96663
499.00,7.97409
500.00,7.97268
501.00,7.99829
502.00,7.98694
503.00,7.99674
504.00,8.02602
505.00,8.02399
506.00,8.03488
507.00,8.05569
508.00,8.05341
509.00,8.05859
510.00,8.08237
511.00,8.09581
512.00,8.11959
513.00,8.10663
514.00,8.11974
515.00,8.13341
516.00,8.15372
517.00,8.14852
518.00,8.15758
519.00,8.19367
520.00,8.17609
521.00,8.18617
522.00,8.22012
523.00,8.19441
524.00,8.21945
525.00,8.24815
526.00,8.25060
527.00,8.23877
528.00,8.26568
529.00,8.26630
530.00,8.29540
531.00,8.30910
532.00,8.32657
533.00,8.32481
534.00,8.31228
535.00,8.33435
536.00,8.34675
537.00,8.36378
538.00,8.38928
539.00,8.38999
540.00,8.39425
541.00,8.39471
542.00,8.41203
543.00,8.43493
544.00,8.43078
545.00,8.46539
546.00,8.47910
547.00,8.47504
548.00,8.48592
549.00,8.51362
550.00,8.52756
551.00,8.53036
552.00,8.53716
553.00,8.53901
554.00,8.55886
555.00,8.56766
556.00,8.57437
557.00,8.58478
558.00,8.61399
559.00,8.62555
560.00,8.61383
561.00,8.63353
562.00,8.65850
563.00,8.67177
564.00,8.68415
565.00,8.68193
566.00,8.70334
567.00,8.70928
568.00,8.75739
569.00,8.77717
570.00,8.78407
571.00,8.80802
572.00,8.80939
573.00,8.82454
574.00,8.84725
575.00,8.87083
576.00,8.87403
577.00,8.91023
578.00,8.92348
579.00,8.96041
580.00,8.96577
581.00,8.99025
582.00,9.01316
583.00,9.03323
584.00,9.05075
585.00,9.04925
586.00,9.09199
587.00,9.11240
588.00,9.13835
589.00,9.15894
590.00,9.18790
591.00,9.20736
592.00,9.23043
593.00,9.25478
594.00,9.28714
595.00,9.28169
596.00,9.32312
597.00,9.36583
598.00,9.40369
599.00,9.41129
600.00,9.45321
601.00,9.47323
602.00,9.49806
603.00,9.54185
604.00,9.56085
605.00,9.61185
