Voltage Value - Plot 0,Amplitude - Plot 0
-1,-0.00264291
-0.995,-0.00313383
-0.99,-0.00337566
-0.985,-0.00330388
-0.98,-0.00336585
-0.975,-0.0032872
-0.97,-0.00307603
-0.965,-0.00303784
-0.96,-0.00298873
-0.955,-0.00299094
-0.95,-0.00317204
-0.945,-0.00314834
-0.94,-0.0031397
-0.935,-0.00311052
-0.93,-0.00308026
-0.925,-0.0030454
-0.92,-0.00303062
-0.915,-0.00300313
-0.91,-0.00295845
-0.905,-0.0029497
-0.9,-0.0028963
-0.895,-0.00287593
-0.89,-0.00284585
-0.885,-0.00282635
-0.88,-0.00280526
-0.875,-0.00277053
-0.87,-0.00272776
-0.865,-0.00270191
-0.86,-0.00266526
-0.855,-0.00264043
-0.85,-0.00261936
-0.845,-0.00258073
-0.84,-0.00254774
-0.835,-0.00251487
-0.83,-0.00249272
-0.825,-0.00247271
-0.82,-0.00244541
-0.815,-0.00244358
-0.81,-0.00239367
-0.805,-0.00236729
-0.8,-0.00234605
-0.795,-0.00231729
-0.79,-0.00230539
-0.785,-0.00228407
-0.78,-0.00226316
-0.775,-0.00224876
-0.77,-0.0022203
-0.765,-0.00220289
-0.76,-0.00217905
-0.755,-0.00215784
-0.75,-0.00212422
-0.745,-0.00207252
-0.74,-0.00208091
-0.735,-0.00202987
-0.73,-0.00201371
-0.725,-0.00199433
-0.72,-0.00197815
-0.715,-0.00195485
-0.71,-0.00193123
-0.705,-0.00190532
-0.7,-0.00188947
-0.695,-0.00186992
-0.69,-0.00185916
-0.685,-0.00183553
-0.68,-0.00181328
-0.675,-0.00178559
-0.67,-0.00176195
-0.665,-0.00173446
-0.66,-0.00171668
-0.655,-0.00169941
-0.65,-0.0016796
-0.645,-0.00166055
-0.64,-0.0016477
-0.635,-0.0016277
-0.63,-0.00160713
-0.625,-0.00159076
-0.62,-0.00157471
-0.615,-0.00155378
-0.61,-0.00153029
-0.605,-0.0015088
-0.6,-0.00149184
-0.595,-0.00147678
-0.59,-0.00146888
-0.585,-0.00144881
-0.58,-0.00143656
-0.575,-0.00141642
-0.57,-0.00139755
-0.565,-0.00150111
-0.56,-0.00143598
-0.555,-0.00145975
-0.55,-0.00143362
-0.545,-0.00140257
-0.54,-0.0013914
-0.535,-0.00135788
-0.53,-0.00134524
-0.525,-0.0013147
-0.52,-0.0013083
-0.515,-0.0012908
-0.51,-0.00127698
-0.505,-0.00126128
-0.5,-0.00124429
-0.495,-0.00123124
-0.49,-0.00121866
-0.485,-0.00121667
-0.48,-0.00118872
-0.475,-0.00117685
-0.47,-0.0011676
-0.465,-0.00115905
-0.46,-0.00114181
-0.455,-0.00112482
-0.45,-0.00110714
-0.445,-0.00109176
-0.44,-0.00107665
-0.435,-0.00106682
-0.43,-0.00105284
-0.425,-0.00103592
-0.42,-0.0010192
-0.415,-0.00100571
-0.41,-0.000991007
-0.405,-0.000978414
-0.4,-0.000965721
-0.395,-0.000951013
-0.39,-0.000936402
-0.385,-0.000904684
-0.38,-0.00089061
-0.375,-0.000880134
-0.37,-0.000867265
-0.365,-0.000863128
-0.36,-0.00085142
-0.355,-0.000834674
-0.35,-0.000820906
-0.345,-0.000807921
-0.34,-0.000787954
-0.335,-0.000775722
-0.33,-0.000759752
-0.325,-0.000747714
-0.32,-0.000736358
