Time - Plot 0,Amplitude - Plot 0
0,2.76E-06
0.157,2.75E-06
0.235,2.76E-06
0.312,2.75E-06
0.39,2.75E-06
0.469,2.75E-06
0.548,2.75E-06
0.627,2.76E-06
0.706,2.76E-06
0.786,2.76E-06
0.865,2.76E-06
0.944,2.74E-06
1.022,2.75E-06
1.1,2.75E-06
1.178,2.75E-06
1.257,2.75E-06
1.336,2.76E-06
1.414,2.77E-06
1.495,2.77E-06
1.572,2.77E-06
1.651,2.76E-06
1.73,2.76E-06
1.808,2.76E-06
1.887,2.76E-06
1.964,2.76E-06
2.043,2.75E-06
2.122,2.78E-06
2.203,2.77E-06
2.28,2.79E-06
2.359,2.77E-06
2.437,2.77E-06
2.515,2.77E-06
2.594,2.77E-06
2.674,2.77E-06
2.752,2.77E-06
2.83,2.77E-06
2.909,2.77E-06
2.987,2.78E-06
3.065,2.78E-06
3.143,2.78E-06
3.221,2.77E-06
3.3,2.80E-06
3.379,2.78E-06
3.457,2.78E-06
3.537,2.78E-06
3.617,2.79E-06
3.696,2.78E-06
3.774,2.77E-06
3.853,2.78E-06
3.932,2.78E-06
4.011,2.78E-06
4.09,2.78E-06
4.169,2.78E-06
4.248,2.78E-06
4.328,2.78E-06
4.408,2.79E-06
4.485,2.79E-06
4.563,2.78E-06
4.643,2.79E-06
4.721,2.79E-06
4.8,2.77E-06
4.878,2.77E-06
4.958,2.77E-06
5.037,2.77E-06
5.117,2.77E-06
5.195,2.77E-06
5.273,2.77E-06
5.353,2.78E-06
5.43,2.77E-06
5.508,2.77E-06
5.587,2.77E-06
5.667,2.77E-06
5.745,2.78E-06
5.824,2.77E-06
5.904,2.77E-06
5.982,2.77E-06
6.064,2.77E-06
6.142,2.77E-06
6.221,2.78E-06
6.3,2.78E-06
6.379,2.77E-06
6.457,2.77E-06
6.537,2.77E-06
6.616,2.77E-06
6.694,2.78E-06
6.773,2.77E-06
6.851,2.77E-06
6.931,2.77E-06
7.009,2.77E-06
7.087,2.77E-06
7.167,2.77E-06
7.246,2.77E-06
7.326,2.77E-06
7.405,2.77E-06
7.485,2.77E-06
