Voltage Value - Plot 0,Amplitude - Plot 0
-1,-7.86E-06
-0.995,-8.01E-06
-0.99,-8.15E-06
-0.985,-7.97E-06
-0.98,-7.82E-06
-0.975,-7.67E-06
-0.97,-7.59E-06
-0.965,-7.47E-06
-0.96,-7.34E-06
-0.955,-7.11E-06
-0.95,-7.04E-06
-0.945,-6.88E-06
-0.94,-6.79E-06
-0.935,-6.75E-06
-0.93,-6.56E-06
-0.925,-6.42E-06
-0.92,-6.31E-06
-0.915,-6.20E-06
-0.91,-6.10E-06
-0.905,-5.98E-06
-0.9,-5.88E-06
-0.895,-5.84E-06
-0.89,-5.72E-06
-0.885,-5.61E-06
-0.88,-5.58E-06
-0.875,-5.44E-06
-0.87,-5.38E-06
-0.865,-5.26E-06
-0.86,-5.20E-06
-0.855,-5.09E-06
-0.85,-5.00E-06
-0.845,-4.90E-06
-0.84,-4.83E-06
-0.835,-4.74E-06
-0.83,-4.66E-06
-0.825,-4.57E-06
-0.82,-4.50E-06
-0.815,-4.44E-06
-0.81,-4.37E-06
-0.805,-4.30E-06
-0.8,-4.18E-06
-0.795,-4.15E-06
-0.79,-4.12E-06
-0.785,-4.06E-06
-0.78,-4.02E-06
-0.775,-3.87E-06
-0.77,-3.81E-06
-0.765,-3.77E-06
-0.76,-3.69E-06
-0.755,-3.63E-06
-0.75,-3.52E-06
-0.745,-3.46E-06
-0.74,-3.20E-06
-0.735,-2.78E-06
-0.73,-3.11E-06
-0.725,-3.13E-06
-0.72,-3.12E-06
-0.715,-3.07E-06
-0.71,-3.02E-06
-0.705,-2.77E-06
-0.7,-2.83E-06
-0.695,-2.80E-06
-0.69,-2.72E-06
-0.685,-2.68E-06
-0.68,-2.63E-06
-0.675,-2.34E-06
-0.67,-2.45E-06
-0.665,-2.36E-06
-0.66,-2.32E-06
-0.655,-2.31E-06
-0.65,-2.37E-06
-0.645,-2.42E-06
-0.64,-2.45E-06
-0.635,-2.39E-06
-0.63,-2.40E-06
-0.625,-2.42E-06
-0.62,-2.41E-06
-0.615,-2.42E-06
-0.61,-2.40E-06
-0.605,-2.38E-06
-0.6,-2.33E-06
-0.595,-2.32E-06
-0.59,-2.28E-06
-0.585,-2.26E-06
-0.58,-2.24E-06
-0.575,-2.19E-06
-0.57,-2.14E-06
-0.565,-2.13E-06
-0.56,-2.08E-06
-0.555,-2.07E-06
-0.55,-2.03E-06
-0.545,-2.00E-06
-0.54,-1.98E-06
-0.535,-1.93E-06
-0.53,-1.90E-06
-0.525,-1.86E-06
-0.52,-1.83E-06
-0.515,-1.79E-06
-0.51,-1.76E-06
-0.505,-1.74E-06
-0.5,-1.73E-06
-0.495,-1.69E-06
-0.49,-1.66E-06
-0.485,-1.61E-06
-0.48,-1.58E-06
-0.475,-1.56E-06
-0.47,-1.53E-06
-0.465,-1.52E-06
-0.46,-1.48E-06
-0.455,-1.47E-06
-0.45,-1.44E-06
-0.445,-1.42E-06
-0.44,-1.39E-06
-0.435,-1.36E-06
-0.43,-1.34E-06
-0.425,-1.31E-06
-0.42,-1.30E-06
-0.415,-1.27E-06
-0.41,-1.26E-06
-0.405,-1.23E-06
-0.4,-1.21E-06
-0.395,-1.20E-06
-0.39,-1.17E-06
-0.385,-1.17E-06
-0.38,-1.13E-06
-0.375,-1.13E-06
-0.37,-1.12E-06
-0.365,-1.12E-06
-0.36,-1.13E-06
-0.355,-1.12E-06
-0.35,-1.13E-06
-0.345,-1.14E-06
-0.34,-1.14E-06
-0.335,-1.17E-06
-0.33,-1.18E-06
-0.325,-1.24E-06
-0.32,-1.30E-06
-0.315,-1.32E-06
-0.31,-1.36E-06
-0.305,-1.41E-06
-0.3,-1.46E-06
-0.295,-1.51E-06
-0.29,-1.57E-06
-0.285,-1.62E-06
-0.28,-1.67E-06
-0.275,-1.74E-06
-0.27,-1.80E-06
-0.265,-1.85E-06
-0.26,-1.90E-06
-0.255,-1.93E-06
-0.25,-1.96E-06
-0.245,-2.00E-06
-0.24,-2.04E-06
-0.235,-2.06E-06
-0.23,-2.09E-06
-0.225,-2.16E-06
-0.22,-2.48E-06
-0.215,-2.55E-06
