Time - Plot 0,Amplitude - Plot 0
16.28,7.37E-06
16.35,7.17E-06
16.44,7.47E-06
16.51,7.65E-06
16.59,7.55E-06
16.67,7.55E-06
16.75,7.59E-06
16.83,7.53E-06
16.91,7.51E-06
16.99,7.28E-06
17.07,7.66E-06
17.15,8.05E-06
17.23,7.99E-06
17.3,7.42E-06
17.38,8.32E-06
17.46,7.65E-06
17.54,7.82E-06
17.62,7.62E-06
17.7,7.87E-06
17.78,7.85E-06
17.85,8.26E-06
17.93,8.29E-06
18.01,8.64E-06
18.09,8.29E-06
18.17,8.66E-06
18.25,8.12E-06
18.33,7.84E-06
18.41,7.98E-06
18.49,8.07E-06
18.57,7.85E-06
18.65,7.71E-06
18.73,6.86E-06
18.8,7.01E-06
18.88,7.39E-06
18.96,7.44E-06
19.04,6.97E-06
19.12,7.86E-06
19.2,6.62E-06
19.28,6.97E-06
19.36,7.00E-06
19.44,6.26E-06
19.51,7.02E-06
19.59,7.01E-06
19.67,7.10E-06
19.75,7.09E-06
19.83,7.02E-06
19.91,7.58E-06
19.99,7.37E-06
20.07,7.33E-06
20.15,7.17E-06
20.23,7.30E-06
20.31,7.78E-06
20.39,6.85E-06
20.46,7.78E-06
20.54,7.52E-06
20.62,7.29E-06
20.7,7.92E-06
20.78,7.51E-06
20.86,7.45E-06
20.94,7.41E-06
21.02,7.48E-06
21.1,7.32E-06
21.17,7.13E-06
21.25,7.05E-06
21.33,7.66E-06
21.41,7.08E-06
21.49,7.04E-06
21.57,7.19E-06
21.65,6.72E-06
21.73,7.22E-06
21.81,6.71E-06
21.89,6.74E-06
21.96,7.05E-06
22.04,7.15E-06
22.12,6.69E-06
22.2,6.92E-06
22.28,6.87E-06
22.36,6.83E-06
22.44,6.80E-06
22.52,6.89E-06
22.6,7.29E-06
22.67,6.85E-06
22.75,6.69E-06
22.83,6.94E-06
22.91,7.19E-06
22.99,7.10E-06
23.07,7.32E-06
23.15,7.25E-06
23.23,7.10E-06
23.31,6.54E-06
23.39,6.61E-06
23.46,6.50E-06
23.54,6.60E-06
23.62,6.47E-06
23.7,6.80E-06
23.78,6.92E-06
23.86,6.76E-06
23.94,6.76E-06
24.02,6.80E-06
24.1,6.65E-06
24.17,6.53E-06
24.25,6.39E-06
24.33,6.47E-06
24.41,6.57E-06
24.49,6.57E-06
24.57,7.24E-06
24.65,6.50E-06
24.73,7.41E-06
24.81,6.46E-06
24.89,6.75E-06
24.97,6.73E-06
25.05,6.22E-06
25.12,6.50E-06
25.2,6.31E-06
25.28,6.11E-06
25.36,6.30E-06
25.44,7.44E-06
25.52,6.48E-06
25.6,6.71E-06
25.68,6.44E-06
25.76,6.41E-06
25.84,6.20E-06
25.92,6.39E-06
26,6.03E-06
26.07,5.94E-06
26.15,5.79E-06
26.23,5.65E-06
26.31,5.59E-06
26.39,5.65E-06
26.47,5.53E-06
26.55,5.11E-06
26.62,5.19E-06
26.7,5.19E-06
26.78,5.28E-06
26.86,5.13E-06
26.94,5.17E-06
27.02,5.21E-06
27.1,5.11E-06
27.18,4.75E-06
27.26,4.92E-06
27.34,4.97E-06
27.41,4.97E-06
27.5,5.29E-06
27.57,5.15E-06
27.65,4.90E-06
27.73,5.10E-06
27.81,5.25E-06
27.89,5.07E-06
27.97,5.29E-06
28.05,4.96E-06
28.13,4.73E-06
28.2,5.05E-06
28.28,5.07E-06
28.36,5.12E-06
28.44,5.45E-06
28.52,4.96E-06
28.6,5.02E-06
28.68,5.09E-06
28.76,5.13E-06
28.83,5.01E-06
28.91,4.90E-06
28.99,5.02E-06
29.07,5.02E-06
29.15,4.85E-06
29.23,4.88E-06
29.31,5.04E-06
29.39,5.16E-06
29.47,4.98E-06
29.55,5.03E-06
29.62,4.75E-06
29.7,4.89E-06
29.78,4.90E-06
29.86,5.03E-06
29.94,4.73E-06
30.02,4.82E-06
30.1,4.66E-06
30.18,4.83E-06
30.26,4.75E-06
30.34,5.01E-06
30.42,4.86E-06
30.5,4.72E-06
30.57,4.91E-06
30.65,5.24E-06
30.73,5.07E-06
30.81,5.21E-06
30.89,5.18E-06
30.97,5.42E-06
31.05,5.13E-06
31.13,5.06E-06
31.2,5.03E-06
31.28,4.98E-06
31.36,5.21E-06
31.44,4.86E-06
31.52,4.94E-06
31.6,4.85E-06
31.68,4.65E-06
31.76,4.73E-06
31.84,4.82E-06
31.91,4.74E-06
31.99,4.68E-06
32.07,4.74E-06
32.15,4.72E-06
32.23,4.74E-06
32.31,4.47E-06
32.39,4.52E-06
32.47,4.69E-06
32.55,4.55E-06
32.62,4.79E-06
32.7,4.71E-06
32.78,4.67E-06
32.86,4.76E-06
32.94,5.04E-06
33.02,5.04E-06
33.1,4.90E-06
33.18,5.07E-06
33.26,5.01E-06
33.34,5.05E-06
33.41,5.21E-06
33.49,4.86E-06
33.57,4.89E-06
33.65,4.77E-06
33.73,4.86E-06
33.81,4.90E-06
33.89,4.77E-06
33.97,4.96E-06
34.05,4.86E-06
34.12,4.70E-06
34.2,4.88E-06
34.28,4.68E-06
34.36,4.86E-06
34.44,4.68E-06
34.52,4.69E-06
34.6,4.68E-06
34.68,4.61E-06
34.76,4.64E-06
34.84,4.76E-06
34.91,4.70E-06
34.99,4.70E-06
35.07,4.61E-06
35.15,4.50E-06
35.23,4.15E-06
35.31,4.21E-06
35.39,4.33E-06
35.47,4.43E-06
35.55,4.23E-06
35.63,4.50E-06
35.7,3.94E-06
35.78,4.23E-06
35.86,4.72E-06
35.94,5.07E-06
36.02,4.52E-06
36.1,4.16E-06
36.18,5.11E-06
36.26,4.51E-06
36.34,5.05E-06
36.41,4.47E-06
36.49,4.80E-06
36.57,4.46E-06
36.65,4.89E-06
36.73,4.68E-06
36.81,4.08E-06
36.89,4.48E-06
36.97,4.38E-06
37.05,3.77E-06
37.12,3.91E-06
37.2,3.29E-06
37.28,3.58E-06
37.36,3.46E-06
37.44,3.83E-06
37.52,2.82E-06
37.6,3.01E-06
37.68,2.86E-06
37.75,2.91E-06
37.83,2.97E-06
37.91,2.97E-06
37.99,2.99E-06
38.07,2.98E-06
38.15,3.04E-06
38.23,3.06E-06
38.3,3.05E-06
38.38,3.07E-06
38.46,3.09E-06
38.54,3.07E-06
38.62,3.08E-06
38.7,3.09E-06
38.78,3.09E-06
38.86,3.12E-06
38.94,3.12E-06
39.01,3.13E-06
39.09,3.12E-06
39.17,3.13E-06
39.25,3.16E-06
39.33,3.16E-06
39.41,3.13E-06
39.49,3.14E-06
39.57,3.15E-06
39.65,3.17E-06
39.73,3.22E-06
39.81,3.17E-06
39.89,3.19E-06
39.96,3.22E-06
40.04,3.24E-06
40.12,3.19E-06
40.2,3.23E-06
40.28,3.23E-06
40.36,3.18E-06
40.44,3.22E-06
40.52,3.24E-06
40.6,3.24E-06
40.68,3.21E-06
40.75,3.18E-06
40.84,3.17E-06
40.91,3.16E-06
40.99,3.17E-06
41.07,3.17E-06
41.15,3.18E-06
41.23,3.18E-06
41.31,3.19E-06
41.39,3.19E-06
41.46,3.20E-06
41.54,3.14E-06
41.62,3.20E-06
41.7,3.19E-06
41.78,3.19E-06
41.86,3.24E-06
41.94,3.23E-06
42.02,3.18E-06
42.1,3.18E-06
42.18,3.19E-06
42.26,3.18E-06
42.34,3.22E-06
42.41,3.18E-06
42.49,3.17E-06
42.57,3.14E-06
42.65,3.16E-06
42.73,3.21E-06
42.81,3.20E-06
42.89,3.21E-06
42.97,3.20E-06
43.05,3.17E-06
43.12,3.20E-06
43.2,3.21E-06
43.28,3.24E-06
43.36,3.24E-06
43.44,3.22E-06
43.52,3.18E-06
43.6,3.15E-06
43.68,3.18E-06
43.76,3.17E-06
43.84,3.18E-06
43.91,3.16E-06
43.99,3.12E-06
44.07,3.13E-06
44.15,3.14E-06
44.23,3.15E-06
44.31,3.17E-06
44.39,3.22E-06
44.47,3.15E-06
44.55,3.25E-06
44.62,3.28E-06
44.7,3.23E-06
44.78,3.20E-06
44.86,3.26E-06
44.94,3.13E-06
45.02,3.13E-06
45.1,3.17E-06
45.18,3.19E-06
45.26,3.14E-06
45.34,3.13E-06
45.42,3.10E-06
45.5,3.10E-06
45.57,3.11E-06
45.65,3.14E-06
45.73,3.08E-06
45.81,3.13E-06
45.89,3.17E-06
45.97,3.14E-06
46.05,3.14E-06
46.13,3.11E-06
46.21,3.12E-06
46.28,3.09E-06
46.36,3.06E-06
46.44,3.06E-06
46.52,3.09E-06
46.6,3.08E-06
46.68,3.06E-06
46.76,3.05E-06
46.84,3.08E-06
46.92,3.05E-06
47,3.06E-06
47.07,3.04E-06
47.15,3.08E-06
47.23,3.10E-06
47.31,3.11E-06
47.39,3.11E-06
47.47,3.13E-06
47.55,3.08E-06
47.63,3.09E-06
47.71,3.07E-06
47.79,3.08E-06
47.87,3.09E-06
47.94,3.10E-06
48.02,3.07E-06
48.1,3.09E-06
48.18,3.09E-06
48.26,3.08E-06
48.34,3.13E-06
48.42,3.11E-06
48.5,3.13E-06
48.58,3.14E-06
48.66,3.16E-06
48.74,3.15E-06
48.82,3.16E-06
48.89,3.17E-06
48.97,3.20E-06
49.05,3.17E-06
49.13,3.11E-06
49.21,3.14E-06
49.29,3.21E-06
49.37,3.16E-06
49.45,3.14E-06
49.53,3.12E-06
49.6,3.13E-06
49.68,3.15E-06
49.76,3.12E-06
49.84,3.12E-06
49.92,3.10E-06
50,3.12E-06
50.08,3.16E-06
50.16,3.16E-06
50.24,3.10E-06
50.32,3.08E-06
50.39,3.08E-06
50.47,3.17E-06
50.55,3.15E-06
50.63,3.14E-06
50.71,3.15E-06
50.79,3.00E-06
50.87,3.02E-06
50.95,3.08E-06
51.03,3.15E-06
51.1,3.13E-06
51.18,3.16E-06
51.26,3.05E-06
51.34,3.15E-06
51.42,3.06E-06
51.5,3.08E-06
51.58,3.07E-06
51.66,3.05E-06
51.74,3.07E-06
51.82,3.05E-06
51.9,3.01E-06
51.98,3.01E-06
52.05,3.04E-06
52.13,3.04E-06
52.21,3.03E-06
52.29,3.02E-06
52.37,3.03E-06
52.45,3.02E-06
52.53,3.02E-06
52.61,3.04E-06
52.69,3.06E-06
52.76,3.03E-06
52.84,3.01E-06
52.92,2.96E-06
53,2.93E-06
53.08,2.99E-06
53.16,2.97E-06
53.24,2.97E-06
53.32,3.02E-06
53.4,2.98E-06
53.48,2.96E-06
53.55,2.97E-06
53.63,2.97E-06
53.71,2.89E-06
53.79,2.89E-06
53.87,2.91E-06
53.95,2.92E-06
54.03,2.91E-06
54.11,2.88E-06
54.19,2.88E-06
54.26,2.85E-06
54.34,2.87E-06
54.42,2.92E-06
54.5,2.88E-06
54.58,2.90E-06
54.66,2.88E-06
54.74,2.89E-06
54.82,2.87E-06
54.9,2.87E-06
54.98,2.90E-06
55.05,2.90E-06
55.13,2.93E-06
55.21,2.96E-06
55.29,2.92E-06
55.37,2.93E-06
55.45,2.92E-06
55.53,3.04E-06
55.61,2.94E-06
55.69,2.90E-06
55.76,3.07E-06
55.84,2.93E-06
55.92,2.92E-06
56,2.94E-06
56.08,2.89E-06
56.16,2.92E-06
56.24,2.93E-06
56.32,2.93E-06
56.4,3.03E-06
56.48,2.92E-06
56.55,2.91E-06
56.63,2.92E-06
56.71,2.91E-06
56.79,2.91E-06
56.87,2.92E-06
56.95,2.92E-06
57.03,2.93E-06
57.11,2.92E-06
57.19,2.96E-06
57.26,2.91E-06
57.34,2.90E-06
57.42,2.97E-06
57.5,2.93E-06
57.58,2.92E-06
57.66,2.90E-06
57.74,2.91E-06
57.82,2.89E-06
57.9,2.87E-06
57.98,2.89E-06
58.05,2.88E-06
58.13,2.86E-06
58.21,2.96E-06
58.29,2.92E-06
58.37,2.83E-06
58.45,2.96E-06
58.53,2.82E-06
58.61,2.83E-06
58.68,2.94E-06
58.76,2.82E-06
58.84,2.81E-06
58.92,2.80E-06
59,2.79E-06
59.08,2.82E-06
59.16,2.83E-06
59.24,2.86E-06
59.32,2.83E-06
59.4,2.83E-06
59.48,2.82E-06
59.55,2.82E-06
59.63,2.81E-06
59.71,2.81E-06
59.79,2.81E-06
59.87,2.83E-06
59.95,2.85E-06
60.03,2.84E-06
60.11,2.81E-06
60.19,2.89E-06
60.26,2.83E-06
60.34,2.78E-06
60.42,2.79E-06
60.5,2.84E-06
60.58,2.85E-06
60.66,2.82E-06
60.74,2.82E-06
60.82,2.79E-06
60.9,2.80E-06
60.98,2.78E-06
61.05,2.82E-06
61.13,2.84E-06
61.21,2.80E-06
61.29,2.78E-06
61.37,2.79E-06
61.45,2.81E-06
61.53,2.81E-06
61.61,2.80E-06
61.69,2.80E-06
61.77,2.82E-06
61.84,2.81E-06
61.92,2.84E-06
62,2.83E-06
62.08,2.80E-06
62.16,2.82E-06
62.24,2.80E-06
62.32,2.77E-06
62.4,2.81E-06
62.48,2.76E-06
62.55,2.75E-06
62.63,2.76E-06
62.71,2.78E-06
62.79,2.86E-06
62.87,2.78E-06
62.95,2.80E-06
63.03,2.76E-06
63.11,2.72E-06
63.19,2.75E-06
63.26,2.68E-06
63.34,2.74E-06
63.42,2.73E-06
63.5,2.82E-06
63.58,2.77E-06
63.66,2.64E-06
63.74,2.64E-06
63.82,2.63E-06
63.9,2.62E-06
63.98,2.59E-06
64.05,2.64E-06
64.13,2.61E-06
64.21,2.58E-06
64.29,2.59E-06
64.37,2.59E-06
64.45,2.61E-06
64.53,2.60E-06
64.6,2.59E-06
64.68,2.57E-06
64.76,2.59E-06
64.84,2.57E-06
64.92,2.57E-06
65,2.58E-06
65.08,2.59E-06
65.16,2.56E-06
65.24,2.59E-06
65.32,2.60E-06
65.39,2.60E-06
65.47,2.60E-06
65.55,2.60E-06
65.63,2.58E-06
65.71,2.56E-06
65.79,2.57E-06
65.87,2.56E-06
65.95,2.50E-06
66.03,2.42E-06
66.1,2.42E-06
66.18,2.45E-06
66.26,2.45E-06
66.34,2.48E-06
66.42,2.49E-06
66.5,2.46E-06
66.58,2.46E-06
66.66,2.43E-06
66.74,2.41E-06
66.82,2.44E-06
66.89,2.44E-06
66.97,2.44E-06
67.05,2.46E-06
67.13,2.46E-06
67.21,2.45E-06
67.29,2.44E-06
67.37,2.43E-06
67.45,2.41E-06
67.53,2.42E-06
67.61,2.43E-06
67.69,2.41E-06
67.76,2.42E-06
67.84,2.37E-06
67.92,2.38E-06
68,2.37E-06
68.08,2.38E-06
68.16,2.40E-06
68.24,2.40E-06
68.32,2.39E-06
68.4,2.37E-06
68.48,2.38E-06
68.55,2.32E-06
68.63,2.36E-06
68.71,2.36E-06
68.79,2.35E-06
68.87,2.34E-06
68.95,2.34E-06
69.03,2.29E-06
69.1,2.29E-06
69.18,2.29E-06
69.26,2.25E-06
69.34,2.27E-06
69.42,2.27E-06
69.5,2.26E-06
69.58,2.28E-06
69.66,2.28E-06
69.74,2.29E-06
69.82,2.30E-06
69.9,2.27E-06
69.98,2.26E-06
70.05,2.24E-06
70.14,2.25E-06
70.21,2.25E-06
70.29,2.26E-06
70.37,2.26E-06
70.45,2.26E-06
70.53,2.24E-06
70.61,2.26E-06
70.69,2.25E-06
70.77,2.26E-06
70.85,2.24E-06
70.92,2.23E-06
71,2.24E-06
71.08,2.24E-06
71.16,2.28E-06
71.24,2.27E-06
71.32,2.40E-06
71.4,2.43E-06
71.48,2.45E-06
71.56,2.44E-06
71.64,2.41E-06
71.71,2.40E-06
71.79,2.35E-06
71.87,2.35E-06
71.95,2.36E-06
72.03,2.42E-06
72.11,2.37E-06
72.19,2.42E-06
72.27,2.38E-06
72.34,2.39E-06
72.42,2.40E-06
72.5,2.38E-06
72.58,2.36E-06
72.66,2.35E-06
72.74,2.37E-06
72.82,2.44E-06
72.9,2.50E-06
72.98,2.50E-06
73.06,2.39E-06
73.14,2.54E-06
73.21,2.47E-06
73.29,2.53E-06
73.37,2.53E-06
73.45,2.49E-06
73.53,2.53E-06
73.61,2.55E-06
73.69,2.68E-06
73.76,2.51E-06
73.84,2.55E-06
73.92,2.45E-06
74,2.39E-06
74.08,2.39E-06
74.16,2.42E-06
74.24,2.38E-06
74.32,2.35E-06
74.4,2.37E-06
74.48,2.38E-06
74.55,2.48E-06
74.63,2.38E-06
74.71,2.62E-06
74.79,2.45E-06
74.87,2.49E-06
74.95,2.47E-06
75.03,2.62E-06
75.11,2.53E-06
75.19,2.59E-06
75.27,2.63E-06
75.35,2.66E-06
75.42,2.51E-06
75.5,2.67E-06
75.58,2.67E-06
75.66,2.66E-06
75.74,2.68E-06
75.82,2.53E-06
75.89,2.62E-06
75.97,2.59E-06
76.05,2.56E-06
76.13,2.52E-06
76.21,2.53E-06
76.29,2.55E-06
76.37,2.64E-06
76.44,2.54E-06
76.53,2.53E-06
76.6,2.47E-06
76.68,2.47E-06
76.76,2.46E-06
76.84,2.51E-06
76.92,2.64E-06
77,2.73E-06
77.08,2.71E-06
77.16,2.60E-06
77.23,2.78E-06
77.31,2.82E-06
77.39,2.86E-06
77.47,2.89E-06
77.55,2.86E-06
77.63,2.85E-06
77.71,2.81E-06
77.79,2.79E-06
77.87,2.85E-06
77.94,2.76E-06
78.02,2.79E-06
78.1,2.71E-06
78.18,2.66E-06
78.26,2.66E-06
78.34,2.70E-06
78.42,2.71E-06
78.5,2.66E-06
78.57,2.57E-06
78.66,2.61E-06
78.73,2.71E-06
78.81,2.70E-06
78.89,2.79E-06
78.97,2.62E-06
79.05,2.65E-06
79.13,2.65E-06
79.21,2.69E-06
79.28,2.60E-06
79.36,2.65E-06
79.44,2.69E-06
79.52,2.69E-06
79.6,2.74E-06
79.68,2.67E-06
79.76,2.56E-06
79.84,2.51E-06
79.92,2.62E-06
80,2.50E-06
80.08,2.49E-06
80.16,2.57E-06
80.23,2.41E-06
80.31,2.45E-06
80.39,2.49E-06
80.47,2.43E-06
80.55,2.42E-06
80.63,2.48E-06
80.71,2.59E-06
80.78,2.68E-06
80.86,2.65E-06
80.94,2.54E-06
81.02,2.64E-06
81.1,2.61E-06
81.18,2.67E-06
81.26,2.62E-06
81.34,2.57E-06
81.42,2.62E-06
81.5,2.65E-06
81.57,2.53E-06
81.65,2.53E-06
81.73,2.53E-06
81.81,2.41E-06
81.89,5.25E-07
82.06,5.21E-07
82.14,5.70E-07
82.22,5.71E-07
82.3,6.03E-07
82.38,6.46E-07
82.46,6.81E-07
82.53,7.17E-07
82.61,7.51E-07
82.69,7.87E-07
82.77,8.15E-07
82.85,8.34E-07
82.93,8.58E-07
83.01,8.95E-07
83.09,9.11E-07
83.17,9.39E-07
83.25,9.57E-07
83.32,9.82E-07
83.41,1.01E-06
83.48,1.02E-06
83.56,1.05E-06
83.64,1.07E-06
83.72,1.08E-06
83.8,1.11E-06
83.88,1.13E-06
83.96,1.15E-06
84.04,1.16E-06
84.11,1.17E-06
84.19,1.18E-06
84.27,1.18E-06
84.35,1.20E-06
84.43,1.21E-06
84.51,1.23E-06
84.59,1.25E-06
84.67,1.27E-06
84.75,1.28E-06
84.83,1.29E-06
84.91,1.30E-06
84.99,1.30E-06
85.07,1.31E-06
85.14,1.33E-06
85.22,1.33E-06
85.3,1.35E-06
85.38,1.36E-06
85.46,1.37E-06
85.54,1.38E-06
85.62,1.38E-06
85.69,1.39E-06
85.77,1.40E-06
85.85,1.42E-06
85.93,1.43E-06
86.01,1.44E-06
86.09,1.44E-06
86.17,1.44E-06
86.25,1.45E-06
86.32,1.45E-06
86.41,1.46E-06
86.48,1.47E-06
86.56,1.47E-06
86.64,1.48E-06
86.72,1.49E-06
86.8,1.49E-06
86.88,1.49E-06
86.96,1.48E-06
87.03,1.49E-06
87.11,1.49E-06
87.19,1.50E-06
87.27,1.51E-06
87.35,1.52E-06
87.43,1.52E-06
87.51,1.52E-06
87.59,1.53E-06
87.67,1.53E-06
87.75,1.53E-06
87.82,1.54E-06
87.9,1.54E-06
87.98,1.53E-06
88.06,1.54E-06
88.14,1.54E-06
88.22,1.54E-06
88.3,1.55E-06
88.38,1.55E-06
88.46,1.54E-06
88.53,1.56E-06
88.61,1.55E-06
88.69,1.54E-06
88.77,1.56E-06
88.85,1.55E-06
88.93,1.54E-06
89.01,1.54E-06
89.09,1.55E-06
89.17,1.54E-06
89.25,1.55E-06
89.33,1.55E-06
89.41,1.56E-06
89.48,1.55E-06
89.56,1.55E-06
89.64,1.56E-06
89.72,1.56E-06
89.8,1.56E-06
89.88,1.55E-06
89.96,1.56E-06
90.03,1.56E-06
90.11,1.56E-06
90.19,1.56E-06
90.27,1.56E-06
90.35,1.56E-06
90.43,1.57E-06
90.51,1.57E-06
90.59,1.57E-06
90.67,1.57E-06
90.75,1.57E-06
90.83,1.58E-06
90.9,1.58E-06
90.98,1.58E-06
91.06,1.58E-06
91.14,1.58E-06
91.22,1.59E-06
91.3,1.58E-06
91.38,1.58E-06
91.46,1.60E-06
91.53,1.59E-06
91.61,1.59E-06
91.69,1.59E-06
91.77,1.59E-06
91.85,1.59E-06
91.93,1.59E-06
92.01,1.58E-06
92.09,1.58E-06
92.17,1.59E-06
92.25,1.58E-06
92.33,1.58E-06
92.41,1.58E-06
92.48,1.58E-06
92.56,1.57E-06
92.64,1.58E-06
92.72,1.58E-06
92.8,1.58E-06
92.88,1.58E-06
92.96,1.58E-06
93.03,1.57E-06
93.11,1.58E-06
93.19,1.58E-06
93.27,1.58E-06
93.35,1.57E-06
93.43,1.58E-06
93.51,1.58E-06
93.59,1.58E-06
93.66,1.57E-06
93.75,1.57E-06
93.82,1.58E-06
93.9,1.58E-06
93.98,1.58E-06
94.06,1.58E-06
94.14,1.58E-06
94.22,1.58E-06
94.3,1.58E-06
94.38,1.58E-06
94.46,1.58E-06
94.53,1.59E-06
94.61,1.58E-06
94.69,1.58E-06
94.77,1.58E-06
94.85,1.58E-06
94.93,1.57E-06
95.01,1.57E-06
95.09,1.57E-06
95.16,1.58E-06
95.25,1.58E-06
95.32,1.59E-06
95.4,1.58E-06
95.48,1.57E-06
95.56,1.57E-06
95.64,1.58E-06
95.72,1.58E-06
95.8,1.58E-06
95.88,1.58E-06
95.96,1.58E-06
96.03,1.58E-06
96.11,1.58E-06
96.19,1.59E-06
96.27,1.59E-06
96.35,1.58E-06
96.43,1.58E-06
96.51,1.58E-06
96.59,1.58E-06
96.67,1.58E-06
96.75,1.58E-06
96.82,1.57E-06
96.9,1.57E-06
96.98,1.58E-06
97.06,1.57E-06
97.14,1.57E-06
97.22,1.58E-06
97.3,1.58E-06
97.38,1.57E-06
97.46,1.58E-06
97.53,1.58E-06
97.61,1.57E-06
97.69,1.58E-06
97.77,1.58E-06
97.85,1.58E-06
97.93,1.58E-06
98.01,1.58E-06
98.09,1.58E-06
98.17,1.58E-06
98.25,1.57E-06
98.32,1.58E-06
98.4,1.58E-06
98.48,1.58E-06
98.56,1.57E-06
98.64,1.56E-06
98.72,1.57E-06
98.8,1.56E-06
98.88,1.57E-06
98.96,1.56E-06
99.03,1.55E-06
99.11,1.55E-06
99.19,1.56E-06
99.27,1.57E-06
99.35,1.55E-06
99.43,1.55E-06
99.51,1.56E-06
99.59,1.57E-06
99.67,1.56E-06
99.75,1.57E-06
99.82,1.57E-06
99.9,1.57E-06
99.98,1.57E-06
100.06,1.57E-06
100.14,1.56E-06
100.22,1.57E-06
100.3,1.59E-06
100.38,1.57E-06
100.46,1.56E-06
100.53,1.57E-06
100.61,1.57E-06
100.69,1.57E-06
100.77,1.57E-06
