Voltage Value - Plot 0,Amplitude - Plot 0
-1,-6.28E-07
-0.995,-5.74E-07
-0.99,-5.82E-07
-0.985,-5.59E-07
-0.98,-5.45E-07
-0.975,-5.05E-07
-0.97,-4.71E-07
-0.965,-4.84E-07
-0.96,-4.66E-07
-0.955,-4.85E-07
-0.95,-4.70E-07
-0.945,-4.57E-07
-0.94,-4.83E-07
-0.935,-4.64E-07
-0.93,-4.46E-07
-0.925,-4.68E-07
-0.92,-4.48E-07
-0.915,-4.56E-07
-0.91,-4.55E-07
-0.905,-4.46E-07
-0.9,-4.48E-07
-0.895,-4.39E-07
-0.89,-4.42E-07
-0.885,-4.42E-07
-0.88,-4.31E-07
-0.875,-4.19E-07
-0.87,-4.23E-07
-0.865,-4.33E-07
-0.86,-4.33E-07
-0.855,-4.29E-07
-0.85,-4.19E-07
-0.845,-4.29E-07
-0.84,-4.22E-07
-0.835,-4.29E-07
-0.83,-4.29E-07
-0.825,-4.16E-07
-0.82,-3.97E-07
-0.815,-3.96E-07
-0.81,-3.72E-07
-0.805,-3.98E-07
-0.8,-4.00E-07
-0.795,-3.88E-07
-0.79,-3.73E-07
-0.785,-4.01E-07
-0.78,-3.62E-07
-0.775,-3.85E-07
-0.77,-3.92E-07
-0.765,-3.86E-07
-0.76,-3.74E-07
-0.755,-3.79E-07
-0.75,-3.81E-07
-0.745,-3.87E-07
-0.74,-3.51E-07
-0.735,-3.54E-07
-0.73,-3.64E-07
-0.725,-3.58E-07
-0.72,-3.62E-07
-0.715,-3.57E-07
-0.71,-3.63E-07
-0.705,-3.76E-07
-0.7,-3.59E-07
-0.695,-3.60E-07
-0.69,-3.60E-07
-0.685,-3.66E-07
-0.68,-3.57E-07
-0.675,-3.51E-07
-0.67,-3.48E-07
-0.665,-3.31E-07
-0.66,-3.30E-07
-0.655,-3.47E-07
-0.65,-3.51E-07
-0.645,-3.45E-07
-0.64,-3.54E-07
-0.635,-3.52E-07
-0.63,-3.44E-07
-0.625,-3.50E-07
-0.62,-3.38E-07
-0.615,-3.47E-07
-0.61,-3.38E-07
-0.605,-3.34E-07
-0.6,-3.33E-07
-0.595,-3.39E-07
-0.59,-3.43E-07
-0.585,-3.41E-07
-0.58,-3.44E-07
-0.575,-3.32E-07
-0.57,-3.38E-07
-0.565,-3.44E-07
-0.56,-3.44E-07
-0.555,-3.43E-07
-0.55,-3.51E-07
-0.545,-3.56E-07
-0.54,-3.54E-07
-0.535,-3.48E-07
-0.53,-3.62E-07
-0.525,-3.45E-07
-0.52,-3.47E-07
-0.515,-3.60E-07
-0.51,-3.44E-07
-0.505,-3.49E-07
-0.5,-3.59E-07
-0.495,-3.48E-07
-0.49,-3.39E-07
-0.485,-3.46E-07
-0.48,-3.40E-07
-0.475,-3.65E-07
-0.47,-3.49E-07
-0.465,-3.58E-07
-0.46,-3.71E-07
-0.455,-3.47E-07
-0.45,-3.42E-07
-0.445,-3.47E-07
-0.44,-3.63E-07
-0.435,-3.51E-07
-0.43,-3.41E-07
-0.425,-3.37E-07
-0.42,-3.55E-07
-0.415,-3.48E-07
-0.41,-3.41E-07
-0.405,-3.38E-07
-0.4,-3.55E-07
-0.395,-3.28E-07
-0.39,-3.41E-07
-0.385,-3.33E-07
-0.38,-3.34E-07
-0.375,-3.34E-07
-0.37,-3.17E-07
-0.365,-3.30E-07
-0.36,-3.37E-07
-0.355,-3.37E-07
-0.35,-3.21E-07
-0.345,-3.32E-07
-0.34,-3.31E-07
-0.335,-3.25E-07
-0.33,-3.22E-07
-0.325,-3.22E-07
-0.32,-3.09E-07
-0.315,-3.12E-07
-0.31,-3.01E-07
-0.305,-3.09E-07
-0.3,-3.06E-07
-0.295,-3.06E-07
-0.29,-3.02E-07
-0.285,-2.97E-07
-0.28,-2.94E-07
-0.275,-2.84E-07
-0.27,-2.85E-07
-0.265,-2.82E-07
-0.26,-2.84E-07
-0.255,-2.76E-07
-0.25,-2.72E-07
-0.245,-2.70E-07
-0.24,-2.57E-07
-0.235,-2.63E-07
-0.23,-2.49E-07
-0.225,-2.47E-07
-0.22,-2.39E-07
-0.215,-2.45E-07
-0.21,-2.39E-07
-0.205,-2.38E-07
-0.2,-2.31E-07
-0.195,-2.29E-07
-0.19,-2.27E-07
-0.185,-2.20E-07
-0.18,-2.15E-07
-0.175,-2.06E-07
-0.17,-2.07E-07
-0.165,-1.97E-07
-0.16,-1.96E-07
-0.155,-1.92E-07
-0.15,-1.79E-07
-0.145,-1.72E-07
-0.14,-1.61E-07
-0.135,-1.63E-07
-0.13,-1.63E-07
-0.125,-1.61E-07
-0.12,-1.55E-07
-0.115,-1.45E-07
-0.11,-1.45E-07
-0.105,-1.35E-07
-0.1,-1.29E-07
-0.095,-1.23E-07
-0.09,-1.19E-07
-0.085,-1.14E-07
-0.08,-1.09E-07
-0.075,-1.02E-07
-0.07,-9.59E-08
-0.065,-8.71E-08
-0.06,-8.21E-08
-0.055,-7.59E-08
-0.05,-6.81E-08
-0.045,-6.18E-08
-0.04,-5.61E-08
-0.035,-4.94E-08
-0.03,-4.31E-08
-0.025,-3.61E-08
-0.02,-2.82E-08
-0.015,-2.13E-08
-0.01,-1.47E-08
-0.005,-7.65E-09
0,-4.31E-10
0.005,7.51E-09
0.01,1.48E-08
0.015,2.19E-08
0.02,3.07E-08
0.025,3.71E-08
0.03,4.45E-08
0.035,5.23E-08
0.04,5.93E-08
0.045,6.72E-08
0.05,7.39E-08
0.055,8.11E-08
0.06,8.88E-08
0.065,9.87E-08
0.07,1.03E-07
0.075,1.09E-07
0.08,1.17E-07
